year,county_district_code,enrollment_size,demographic_composition,student_teacher_ratio,graduation_rate,free_reduced_lunch_pct,act_score_avg
2001,115115,41988,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 80.5, ""ENROLLMENT_HISPANIC_PCT"": 1.2, ""ENROLLMENT_WHITE_PCT"": 16.9, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",14,,80.9,17.1
2002,96088,18941,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 51.8, ""ENROLLMENT_HISPANIC_PCT"": 0.9, ""ENROLLMENT_WHITE_PCT"": 46.3, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",16,,26.5,20.4
2002,96089,11922,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 63.3, ""ENROLLMENT_HISPANIC_PCT"": 1.0, ""ENROLLMENT_WHITE_PCT"": 34.7, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",14,,50.1,20.3
2002,96090,6462,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 24.0, ""ENROLLMENT_HISPANIC_PCT"": 1.6, ""ENROLLMENT_WHITE_PCT"": 72.2, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",14,,28.4,21.7
2002,96091,21644,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 12.6, ""ENROLLMENT_HISPANIC_PCT"": 0.9, ""ENROLLMENT_WHITE_PCT"": 83.7, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",16,,12.2,23.3
2002,96092,5136,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 23.9, ""ENROLLMENT_HISPANIC_PCT"": 0.7, ""ENROLLMENT_WHITE_PCT"": 74.4, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",16,,19.3,23.3
2002,96093,5316,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 17.7, ""ENROLLMENT_HISPANIC_PCT"": 0.6, ""ENROLLMENT_WHITE_PCT"": 80.1, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",15,,18.8,22.2
2002,96094,11920,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 13.6, ""ENROLLMENT_HISPANIC_PCT"": 0.5, ""ENROLLMENT_WHITE_PCT"": 84.3, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",18,,18.3,21.5
2002,96095,20130,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 17.3, ""ENROLLMENT_HISPANIC_PCT"": 1.5, ""ENROLLMENT_WHITE_PCT"": 73.0, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",16,,14.4,23.8
2002,96098,2637,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 14.1, ""ENROLLMENT_HISPANIC_PCT"": 1.3, ""ENROLLMENT_WHITE_PCT"": 81.9, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",17,,25.7,21.5
2002,96099,1494,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 13.7, ""ENROLLMENT_HISPANIC_PCT"": 2.3, ""ENROLLMENT_WHITE_PCT"": 81.1, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",17,,35.9,19.8
2002,96101,932,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 27.8, ""ENROLLMENT_HISPANIC_PCT"": 1.4, ""ENROLLMENT_WHITE_PCT"": 66.3, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",12,,20.0,21.0
2002,96102,2442,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 22.2, ""ENROLLMENT_HISPANIC_PCT"": 1.3, ""ENROLLMENT_WHITE_PCT"": 68.4, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",11,,13.6,25.6
2002,96103,1800,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 19.1, ""ENROLLMENT_HISPANIC_PCT"": 1.8, ""ENROLLMENT_WHITE_PCT"": 78.7, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",17,,66.4,18.6
2002,96104,3252,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 95.1, ""ENROLLMENT_HISPANIC_PCT"": 0.3, ""ENROLLMENT_WHITE_PCT"": 4.5, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",17,,74.2,17.6
2002,96106,3229,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 20.0, ""ENROLLMENT_HISPANIC_PCT"": 1.4, ""ENROLLMENT_WHITE_PCT"": 73.3, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",12,,5.8,23.7
2002,96107,1113,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 38.6, ""ENROLLMENT_HISPANIC_PCT"": 0.8, ""ENROLLMENT_WHITE_PCT"": 58.6, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",13,,55.1,20.9
2002,96109,5494,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 99.0, ""ENROLLMENT_HISPANIC_PCT"": 0.0, ""ENROLLMENT_WHITE_PCT"": 0.8, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",16,,74.2,16.8
2002,96110,6299,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 31.4, ""ENROLLMENT_HISPANIC_PCT"": 3.2, ""ENROLLMENT_WHITE_PCT"": 63.0, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",17,,44.5,20.3
2002,96111,7716,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 92.5, ""ENROLLMENT_HISPANIC_PCT"": 0.2, ""ENROLLMENT_WHITE_PCT"": 7.1, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",17,,72.4,17.6
2002,96112,4308,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 86.3, ""ENROLLMENT_HISPANIC_PCT"": 0.4, ""ENROLLMENT_WHITE_PCT"": 12.1, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",15,,51.0,18.2
2002,96113,1058,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 30.5, ""ENROLLMENT_HISPANIC_PCT"": 2.2, ""ENROLLMENT_WHITE_PCT"": 64.8, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",14,,44.7,19.4
2002,96114,4145,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 25.6, ""ENROLLMENT_HISPANIC_PCT"": 0.6, ""ENROLLMENT_WHITE_PCT"": 72.3, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",15,,19.9,22.4
2002,96119,2032,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 51.6, ""ENROLLMENT_HISPANIC_PCT"": 0.5, ""ENROLLMENT_WHITE_PCT"": 46.5, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",1,,67.6,16.0
2002,115115,40868,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 80.5, ""ENROLLMENT_HISPANIC_PCT"": 1.2, ""ENROLLMENT_WHITE_PCT"": 16.8, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",13,,81.3,17.7
2003,96088,19266,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 54.6, ""ENROLLMENT_HISPANIC_PCT"": 1.0, ""ENROLLMENT_WHITE_PCT"": 43.4, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",16,,32.0,20.3
2003,96089,11949,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 65.9, ""ENROLLMENT_HISPANIC_PCT"": 1.1, ""ENROLLMENT_WHITE_PCT"": 32.0, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",14,,51.8,19.8
2003,96090,6066,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 23.9, ""ENROLLMENT_HISPANIC_PCT"": 2.3, ""ENROLLMENT_WHITE_PCT"": 70.9, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",13,,29.5,21.5
2003,96091,21894,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 12.3, ""ENROLLMENT_HISPANIC_PCT"": 1.0, ""ENROLLMENT_WHITE_PCT"": 83.6, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",16,,13.0,23.1
2003,96092,5101,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 24.1, ""ENROLLMENT_HISPANIC_PCT"": 0.8, ""ENROLLMENT_WHITE_PCT"": 74.0, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",16,,18.8,23.1
2003,96093,5289,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 13.6, ""ENROLLMENT_HISPANIC_PCT"": 0.7, ""ENROLLMENT_WHITE_PCT"": 84.0, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",15,,16.6,22.0
2003,96094,11799,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 13.1, ""ENROLLMENT_HISPANIC_PCT"": 0.4, ""ENROLLMENT_WHITE_PCT"": 84.8, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",18,,20.5,21.4
2003,96095,19928,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 17.0, ""ENROLLMENT_HISPANIC_PCT"": 1.6, ""ENROLLMENT_WHITE_PCT"": 72.6, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",16,,15.3,23.3
2003,96098,2571,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 12.6, ""ENROLLMENT_HISPANIC_PCT"": 1.6, ""ENROLLMENT_WHITE_PCT"": 83.4, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",16,,23.3,21.6
2003,96099,1487,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 11.2, ""ENROLLMENT_HISPANIC_PCT"": 2.5, ""ENROLLMENT_WHITE_PCT"": 82.6, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",17,,37.9,20.2
2003,96101,868,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 28.1, ""ENROLLMENT_HISPANIC_PCT"": 1.8, ""ENROLLMENT_WHITE_PCT"": 66.5, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",11,,21.2,21.7
2003,96102,2478,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 22.6, ""ENROLLMENT_HISPANIC_PCT"": 1.4, ""ENROLLMENT_WHITE_PCT"": 67.6, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",11,,15.4,24.7
2003,96103,1802,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 19.6, ""ENROLLMENT_HISPANIC_PCT"": 2.2, ""ENROLLMENT_WHITE_PCT"": 77.7, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",16,,68.5,19.2
2003,96104,3131,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 95.2, ""ENROLLMENT_HISPANIC_PCT"": 0.0, ""ENROLLMENT_WHITE_PCT"": 4.6, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",15,,78.5,17.4
2003,96106,3272,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 17.9, ""ENROLLMENT_HISPANIC_PCT"": 1.2, ""ENROLLMENT_WHITE_PCT"": 75.1, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",12,,8.2,24.8
2003,96107,1062,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 37.0, ""ENROLLMENT_HISPANIC_PCT"": 1.6, ""ENROLLMENT_WHITE_PCT"": 59.1, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",12,,54.8,20.0
2003,96109,5502,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 98.2, ""ENROLLMENT_HISPANIC_PCT"": 0.3, ""ENROLLMENT_WHITE_PCT"": 1.4, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",16,,79.1,17.0
2003,96110,6322,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 33.6, ""ENROLLMENT_HISPANIC_PCT"": 4.1, ""ENROLLMENT_WHITE_PCT"": 59.8, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",17,,46.0,20.6
2003,96111,7778,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 93.8, ""ENROLLMENT_HISPANIC_PCT"": 0.3, ""ENROLLMENT_WHITE_PCT"": 5.6, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",18,,76.3,17.9
2003,96112,4190,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 85.7, ""ENROLLMENT_HISPANIC_PCT"": 0.6, ""ENROLLMENT_WHITE_PCT"": 12.6, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",14,,53.9,18.9
2003,96113,1048,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 29.7, ""ENROLLMENT_HISPANIC_PCT"": 2.2, ""ENROLLMENT_WHITE_PCT"": 65.4, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",13,,46.8,21.4
2003,96114,4116,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 25.4, ""ENROLLMENT_HISPANIC_PCT"": 0.8, ""ENROLLMENT_WHITE_PCT"": 72.3, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",15,,18.9,22.9
2003,96119,2184,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 50.9, ""ENROLLMENT_HISPANIC_PCT"": 0.9, ""ENROLLMENT_WHITE_PCT"": 46.2, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",1,,30.6,16.9
2003,115115,39916,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 81.0, ""ENROLLMENT_HISPANIC_PCT"": 1.3, ""ENROLLMENT_WHITE_PCT"": 16.3, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",12,,83.4,17.6
2004,96088,19311,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 57.1, ""ENROLLMENT_HISPANIC_PCT"": 1.1, ""ENROLLMENT_WHITE_PCT"": 40.8, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",17,,34.2,20.1
2004,96089,12081,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 68.2, ""ENROLLMENT_HISPANIC_PCT"": 1.4, ""ENROLLMENT_WHITE_PCT"": 29.4, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",15,,54.3,19.6
2004,96090,5946,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 24.5, ""ENROLLMENT_HISPANIC_PCT"": 3.2, ""ENROLLMENT_WHITE_PCT"": 69.3, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",13,,31.7,22.0
2004,96091,22034,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 12.0, ""ENROLLMENT_HISPANIC_PCT"": 1.2, ""ENROLLMENT_WHITE_PCT"": 83.6, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",16,,12.5,23.5
2004,96092,5109,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 24.0, ""ENROLLMENT_HISPANIC_PCT"": 1.0, ""ENROLLMENT_WHITE_PCT"": 74.0, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",15,,18.6,23.2
2004,96093,5437,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 13.7, ""ENROLLMENT_HISPANIC_PCT"": 0.7, ""ENROLLMENT_WHITE_PCT"": 83.8, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",15,,18.5,22.4
2004,96094,11727,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 12.9, ""ENROLLMENT_HISPANIC_PCT"": 0.5, ""ENROLLMENT_WHITE_PCT"": 84.8, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",17,,21.6,22.0
2004,96095,19578,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 17.3, ""ENROLLMENT_HISPANIC_PCT"": 1.7, ""ENROLLMENT_WHITE_PCT"": 71.9, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",16,,15.9,23.7
2004,96098,2526,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 11.7, ""ENROLLMENT_HISPANIC_PCT"": 1.4, ""ENROLLMENT_WHITE_PCT"": 84.4, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",16,,25.8,21.2
2004,96099,1550,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 14.2, ""ENROLLMENT_HISPANIC_PCT"": 2.4, ""ENROLLMENT_WHITE_PCT"": 79.2, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",18,,49.7,18.8
2004,96101,856,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 28.2, ""ENROLLMENT_HISPANIC_PCT"": 2.2, ""ENROLLMENT_WHITE_PCT"": 65.4, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",11,,23.6,22.7
2004,96102,2547,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 22.9, ""ENROLLMENT_HISPANIC_PCT"": 1.6, ""ENROLLMENT_WHITE_PCT"": 67.2, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",11,,17.2,24.8
2004,96103,1816,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 19.8, ""ENROLLMENT_HISPANIC_PCT"": 1.8, ""ENROLLMENT_WHITE_PCT"": 77.9, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",16,,73.1,18.0
2004,96104,3246,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 96.8, ""ENROLLMENT_HISPANIC_PCT"": 0.2, ""ENROLLMENT_WHITE_PCT"": 3.0, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",16,,78.7,17.0
2004,96106,3204,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 17.5, ""ENROLLMENT_HISPANIC_PCT"": 1.3, ""ENROLLMENT_WHITE_PCT"": 74.6, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",11,,8.7,25.2
2004,96107,1013,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 36.4, ""ENROLLMENT_HISPANIC_PCT"": 2.7, ""ENROLLMENT_WHITE_PCT"": 58.8, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",12,,52.7,20.6
2004,96109,5257,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 98.5, ""ENROLLMENT_HISPANIC_PCT"": 0.2, ""ENROLLMENT_WHITE_PCT"": 1.2, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",15,,80.2,17.3
2004,96110,6174,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 33.6, ""ENROLLMENT_HISPANIC_PCT"": 5.0, ""ENROLLMENT_WHITE_PCT"": 58.8, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",17,,51.2,20.0
2004,96111,7877,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 94.8, ""ENROLLMENT_HISPANIC_PCT"": 0.3, ""ENROLLMENT_WHITE_PCT"": 4.8, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",17,,76.7,17.7
2004,96112,3974,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 85.7, ""ENROLLMENT_HISPANIC_PCT"": 0.8, ""ENROLLMENT_WHITE_PCT"": 12.3, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",14,,57.4,18.7
2004,96113,1061,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 28.1, ""ENROLLMENT_HISPANIC_PCT"": 4.1, ""ENROLLMENT_WHITE_PCT"": 65.0, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",13,,46.8,20.7
2004,96114,4186,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 25.6, ""ENROLLMENT_HISPANIC_PCT"": 0.9, ""ENROLLMENT_WHITE_PCT"": 71.6, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",15,,19.7,23.4
2004,96119,2047,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 53.4, ""ENROLLMENT_HISPANIC_PCT"": 1.0, ""ENROLLMENT_WHITE_PCT"": 44.1, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",1,,41.8,15.8
2004,115115,38374,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 80.9, ""ENROLLMENT_HISPANIC_PCT"": 1.5, ""ENROLLMENT_WHITE_PCT"": 15.9, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",12,,84.7,17.3
2005,96088,19315,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 59.7, ""ENROLLMENT_HISPANIC_PCT"": 1.3, ""ENROLLMENT_WHITE_PCT"": 38.3, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",17,,38.9,20.0
2005,96089,12220,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 70.4, ""ENROLLMENT_HISPANIC_PCT"": 1.3, ""ENROLLMENT_WHITE_PCT"": 27.2, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",15,,57.0,19.4
2005,96090,5690,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 24.1, ""ENROLLMENT_HISPANIC_PCT"": 3.4, ""ENROLLMENT_WHITE_PCT"": 69.2, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",12,,32.4,21.8
2005,96091,21871,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 11.4, ""ENROLLMENT_HISPANIC_PCT"": 1.2, ""ENROLLMENT_WHITE_PCT"": 83.6, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",16,,12.5,23.5
2005,96092,5027,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 23.5, ""ENROLLMENT_HISPANIC_PCT"": 0.6, ""ENROLLMENT_WHITE_PCT"": 74.6, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",15,,18.6,23.1
2005,96093,5488,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 12.7, ""ENROLLMENT_HISPANIC_PCT"": 0.8, ""ENROLLMENT_WHITE_PCT"": 84.9, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",15,,18.2,22.5
2005,96094,11649,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 13.3, ""ENROLLMENT_HISPANIC_PCT"": 0.7, ""ENROLLMENT_WHITE_PCT"": 84.2, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",18,,20.6,21.8
2005,96095,18994,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 17.1, ""ENROLLMENT_HISPANIC_PCT"": 1.9, ""ENROLLMENT_WHITE_PCT"": 71.1, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",16,,16.2,23.8
2005,96098,2481,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 11.6, ""ENROLLMENT_HISPANIC_PCT"": 1.3, ""ENROLLMENT_WHITE_PCT"": 84.6, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",16,,26.8,21.3
2005,96099,1596,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 12.3, ""ENROLLMENT_HISPANIC_PCT"": 2.4, ""ENROLLMENT_WHITE_PCT"": 80.3, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",18,,48.8,19.2
2005,96101,812,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 28.9, ""ENROLLMENT_HISPANIC_PCT"": 2.3, ""ENROLLMENT_WHITE_PCT"": 64.2, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",12,,25.7,21.4
2005,96102,2558,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 22.9, ""ENROLLMENT_HISPANIC_PCT"": 1.7, ""ENROLLMENT_WHITE_PCT"": 66.8, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",12,,17.3,25.4
2005,96103,1878,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 22.1, ""ENROLLMENT_HISPANIC_PCT"": 1.8, ""ENROLLMENT_WHITE_PCT"": 75.7, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",16,,72.4,18.7
2005,96104,3227,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 97.4, ""ENROLLMENT_HISPANIC_PCT"": 0.0, ""ENROLLMENT_WHITE_PCT"": 2.5, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",15,,79.7,16.5
